"origin","destination","arr_delay_time","num_of_flights","flight_time","distance","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"BHM","DFW",4.4851,7113,95.4184,597.0000,3.0491,0.5229,2.5476,0.0293,4.7084
"BNA","DFW",2.9280,16088,95.4479,631.0000,2.6758,0.4827,2.8622,0.0050,4.3965
"BOS","DFW",3.0144,21313,220.7903,1562.0000,2.3270,1.3788,4.6623,0.0523,3.3940
"BTR","DFW",9.7213,245,62.1598,383.0000,1.0939,0.4367,3.4408,0.0694,7.5918
"BUF","DFW",-18.3333,6,166.0000,1212.0000,NULL,NULL,NULL,NULL,NULL
"BUR","DFW",5.0289,8604,152.9761,1231.0000,3.2145,1.3310,2.8261,0.0165,3.5442
"BWI","DFW",5.5128,15188,171.3376,1217.0000,3.1459,0.8870,4.1404,0.0274,3.9278
"CLE","DFW",0.3511,326,151.7398,1021.0000,NULL,NULL,NULL,NULL,NULL
"CLT","DFW",3.7975,10261,138.0973,936.0000,2.8430,0.4292,3.7391,0.0000,4.4608
"CMH","DFW",3.3086,7511,134.4700,927.0000,2.0976,0.4514,3.6928,0.0127,4.4227
"COS","DFW",5.3938,12176,78.6427,592.0000,3.1773,0.8403,3.1842,0.0476,4.0935
"CVG","DFW",4.6395,4499,118.5077,812.0000,3.1382,0.3571,3.2272,0.0148,1.9572
"DAY","DFW",4.6174,4889,126.9635,861.0000,4.2197,0.6399,4.1569,0.0080,3.6646
"DCA","DFW",5.3251,22282,169.5807,1192.0000,2.5870,1.1474,4.1126,0.0209,4.1069
"DEN","DFW",7.9003,37939,86.8556,641.0000,2.8136,0.7175,3.7614,0.0090,6.1881
"DSM","DFW",-0.4864,930,94.6161,624.0000,2.3988,0.4545,1.9029,0.0599,0.6591
"DTW","DFW",3.1205,12714,143.4049,987.0000,2.3598,0.8494,4.1837,0.0060,4.3835
"EGE","DFW",12.6502,2366,94.7823,720.0000,5.2187,2.8796,5.8034,0.0204,8.9818
"ELP","DFW",4.5955,16182,76.0088,551.0000,2.6970,0.5618,2.4994,0.0007,4.0133
"EWR","DFW",10.0849,14392,193.9362,1372.0000,2.8724,1.0417,7.1908,0.0229,6.8705
"FAT","DFW",3.2874,4573,163.1818,1313.0000,3.2749,0.8125,2.8152,0.0123,2.9364
"FLL","DFW",7.1425,16330,159.2269,1119.0000,3.1136,1.1484,4.2449,0.0259,4.3758
"GSO","DFW",9.4293,802,143.9771,999.0000,1.3313,1.8996,4.8891,0.0000,9.1184
"GUC","DFW",23.9889,375,86.3306,678.0000,8.4590,3.2066,4.1475,0.0557,16.6656
"HDN","DFW",18.6072,761,98.4062,769.0000,9.3504,1.1232,6.3996,0.0951,11.3592
"HNL","DFW",-0.1794,4392,412.8600,3784.0000,2.2034,0.0182,1.7205,0.0149,5.4004
"HSV","DFW",2.9316,4788,97.4244,603.0000,3.4231,0.6048,2.7918,0.0363,2.9426
"IAD","DFW",5.1646,13061,166.3303,1172.0000,3.2618,0.9808,4.2486,0.1036,3.6317
"IAH","DFW",7.0419,15355,43.4794,224.0000,1.6091,0.6864,3.9509,0.0031,6.5815
"ICT","DFW",7.1104,6683,53.9945,328.0000,4.8132,1.0463,3.4678,0.0037,4.4706
"IND","DFW",3.9391,11909,113.4269,762.0000,3.4929,0.7147,3.3633,0.0025,4.1513
"JAC","DFW",15.1866,1138,128.4002,1046.0000,7.7576,1.1385,5.9119,0.0346,5.8709
"JAX","DFW",5.6800,8494,135.2943,919.0000,3.1252,0.3532,3.0100,0.0000,4.8718
"JFK","DFW",18.3978,5825,193.5648,1391.0000,8.2150,2.1972,8.1880,0.0984,5.6957
"LAS","DFW",10.8392,24105,128.7469,1055.0000,5.1712,0.7044,3.7953,0.0126,6.8285
"LAX","DFW",6.3569,38333,151.1393,1235.0000,4.4484,0.6577,2.9819,0.0527,3.5565
"LGA","DFW",7.7197,31651,196.0337,1389.0000,2.5488,1.1644,6.4356,0.0151,6.4151
"LGB","DFW",2.4611,5222,152.1905,1220.0000,2.0813,0.6772,2.4577,0.0243,2.4549
"LIT","DFW",-5.9477,158,54.4510,304.0000,NULL,NULL,NULL,NULL,NULL
"MCI","DFW",3.2481,20349,72.7615,460.0000,1.5648,0.7541,3.0453,0.0020,4.4092
"MCO","DFW",7.7644,23100,142.0457,984.0000,3.0266,1.2578,3.2207,0.0077,5.9107
"MDW","DFW",1.3013,5173,116.5762,797.0000,1.9962,0.5486,3.0494,0.0047,3.7571
"MEM","DFW",6.0875,7779,69.6492,432.0000,3.9740,0.7438,3.9930,0.0119,4.8967
"MFE","DFW",3.6634,8239,72.3298,468.0000,2.2113,0.6224,2.1194,0.0012,4.3421
"MIA","DFW",9.4409,19695,157.1071,1121.0000,6.3420,1.7003,3.3980,0.0369,3.0260
"MSP","DFW",5.4200,12269,120.7483,852.0000,3.0661,0.7097,3.5135,0.0013,4.8814
"MSY","DFW",6.2060,14964,72.3915,448.0000,2.2047,0.5776,3.6874,0.0110,5.4326
"MTJ","DFW",7.0432,188,93.9405,722.0000,1.0506,0.7532,3.8038,0.2785,7.2848
"OAK","DFW",2.1544,9145,178.3127,1456.0000,2.7357,0.7608,2.4423,0.0024,2.2246
"OGG","DFW",5.9946,2227,403.5364,3711.0000,5.1892,0.0882,2.6607,0.0000,6.6936
"OKC","DFW",5.3596,12504,34.0162,175.0000,2.6455,0.6646,2.9048,0.0231,4.6386
"OMA","DFW",3.7559,9226,86.0749,583.0000,2.5571,0.4098,2.8892,0.0081,4.4385
"ONT","DFW",3.0432,11218,147.7057,1189.0000,3.2103,0.6553,2.5560,0.0073,2.5744
"ORD","DFW",11.8509,50178,116.5323,802.0000,4.0916,1.5614,4.7904,0.0023,8.3915
"ORF","DFW",3.6327,5954,174.2323,1213.0000,3.8245,0.5939,2.8784,0.0350,3.7041
"PBI","DFW",4.8224,5560,158.8087,1103.0000,3.4729,0.3755,3.3054,0.0125,3.5127
"PDX","DFW",2.5123,11104,192.5870,1616.0000,3.7639,0.6030,2.4486,0.0126,2.8284
"PHL","DFW",9.9413,15672,183.5636,1302.0000,4.2018,0.6684,6.9258,0.0483,6.1926
"PHX","DFW",5.6879,20996,111.5543,868.0000,2.8875,0.4522,2.9984,0.0060,5.7843
"PIT","DFW",0.8071,3958,152.4890,1068.0000,2.1539,0.6086,2.3733,0.0014,2.0426
"PSP","DFW",2.7007,5337,139.3136,1126.0000,3.3650,0.3329,2.5264,0.0027,3.5162
"PVD","DFW",2.8103,883,217.5782,1529.0000,5.9502,0.4926,2.6965,0.0000,0.8777
"RDU","DFW",3.1708,14994,153.9536,1062.0000,2.4477,0.8942,2.8061,0.0136,4.1637
"RIC","DFW",4.9789,6302,166.5862,1158.0000,3.6958,0.3954,3.6826,0.0000,4.6746
"RNO","DFW",9.4677,6315,160.6675,1345.0000,7.1652,0.6576,3.3622,0.0293,4.3731
"RSW","DFW",5.6641,4811,150.0300,1017.0000,4.1422,0.3003,3.2475,0.0005,4.8310
"SAN","DFW",4.9901,22802,146.6124,1171.0000,2.4487,0.6992,3.0246,0.0641,4.4641
"SAT","DFW",6.5991,29731,43.6491,247.0000,1.7059,0.4093,3.1895,0.0044,5.3115
"SDF","DFW",7.0478,4912,109.2774,733.0000,4.1062,1.0209,3.7860,0.0206,5.2839
"SEA","DFW",7.9384,20767,197.5872,1660.0000,4.8486,0.8182,2.8384,0.0443,4.6257
"SFO","DFW",6.7910,24698,175.7221,1464.0000,4.2824,0.5779,2.7784,0.0285,5.5536
"SHV","DFW",-1.6000,30,40.8000,190.0000,31.0000,0.0000,17.0000,0.0000,11.0000
"SJC","DFW",3.1263,15294,178.4246,1438.0000,2.8209,0.6962,2.4667,0.0490,3.2056
"SJU","DFW",2.3894,7067,280.3867,2165.0000,3.1789,0.3755,3.1498,0.0479,2.3328
"SLC","DFW",4.3524,17488,124.9358,988.0000,3.3162,0.5120,3.1014,0.0037,3.0809
"SMF","DFW",4.0179,10820,170.5916,1431.0000,4.2836,0.5880,2.4345,0.0034,3.1942
"SNA","DFW",4.5855,19808,147.0988,1205.0000,2.3230,0.6600,3.1067,0.0617,4.9284
"STL","DFW",2.2416,23346,83.6870,551.0000,1.5319,0.8736,3.6228,0.0011,2.6459
"TPA","DFW",6.1135,18351,137.0766,929.0000,2.7303,1.1944,3.3188,0.0069,4.6859
"TUL","DFW",4.5242,10453,43.9929,237.0000,3.9422,1.2809,2.5113,0.0165,2.2726
"TUS","DFW",4.0037,15860,105.1853,813.0000,2.9028,0.5142,2.8438,0.0019,3.4077
"XNA","DFW",5.7212,4326,48.8416,281.0000,3.3888,0.5793,3.4818,0.0050,4.6235
"ATL","DTW",9.7414,12879,88.1890,594.0000,4.0757,0.4064,3.4617,0.0000,4.8527
"BNA","DTW",4.4085,5872,70.8326,457.0000,1.6413,0.4455,1.2915,0.0397,4.9145
"BWI","DTW",5.5582,3206,68.8678,408.0000,3.7134,1.0014,2.0928,0.1030,8.1568
"CVG","DTW",0.2632,95,43.5053,229.0000,NULL,NULL,NULL,NULL,NULL
"DEN","DTW",7.4414,4656,139.2940,1123.0000,3.1843,0.3378,2.3476,0.0000,6.1586
"DFW","DTW",6.8275,12710,128.9515,987.0000,4.1361,1.4594,2.6612,0.0087,4.2215
"LAS","DTW",-0.4255,47,211.3404,1750.0000,4.6383,0.0000,1.5745,0.0000,0.0000
"MCO","DTW",1.7077,1168,134.1422,957.0000,3.5504,0.3912,2.2467,0.0411,7.0690
"MDW","DTW",9.1048,16201,43.0744,229.0000,3.1077,0.9140,2.1843,0.0473,7.0912
"MIA","DTW",6.9174,3684,154.1240,1145.0000,5.1328,1.2428,2.0488,0.0355,3.7803
"ORD","DTW",12.0377,23475,48.5832,235.0000,4.3868,0.8941,3.5112,0.0000,8.9620
"PHX","DTW",-0.5330,3772,200.8692,1671.0000,3.5520,0.0436,1.1698,0.0338,4.1004
"SLC","DTW",-0.1796,1979,182.7468,1481.0000,1.9762,0.1227,3.1346,0.0000,1.0917
"STL","DTW",5.1068,7596,66.9870,440.0000,1.9772,0.6281,1.3579,0.0036,6.6744
"TPA","DTW",2.9167,12,141.6667,983.0000,NULL,NULL,NULL,NULL,NULL
"ATL","EWR",15.6659,22600,103.7769,745.0000,3.4727,0.4715,11.9766,0.0038,4.0236
"BOS","EWR",2.0000,1,53.0000,200.0000,NULL,NULL,NULL,NULL,NULL
"CVG","EWR",12.2796,4165,89.2328,569.0000,1.9940,0.1470,12.1491,0.0000,1.4651
"DEN","EWR",15.6542,7701,192.5216,1605.0000,3.1761,0.3653,13.7990,0.0000,6.4298
"DFW","EWR",16.0758,14382,175.1574,1372.0000,3.0249,1.2876,13.9224,0.0100,4.3181
"EGE","EWR",16.0792,653,201.1276,1725.0000,11.1948,2.4652,11.0080,0.0000,3.3917
"FLL","EWR",24.5653,5349,148.6282,1065.0000,2.6261,0.5519,24.1003,0.0356,8.0214
"IAD","EWR",16.5000,2,40.5000,213.0000,2.0000,0.0000,0.0000,0.0000,7.5000
"JFK","EWR",18.5000,6,21.8333,21.0000,0.0000,0.0000,6.5000,0.0000,7.2500
"LAX","EWR",6.5769,9193,283.7427,2454.0000,4.7989,0.1237,6.7259,0.0631,2.7968
"LGB","EWR",NULL,1,NULL,2444.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"MCO","EWR",21.6824,7529,130.0408,938.0000,2.5972,0.4274,21.1610,0.0105,7.6894
"MIA","EWR",21.0361,7026,149.0805,1086.0000,7.3200,1.5670,13.7780,0.0346,5.0269
"ORD","EWR",21.0359,32673,97.8145,719.0000,2.9524,0.7988,15.6692,0.0008,8.6904
"PBI","EWR",30.2198,1614,146.7903,1024.0000,1.8834,0.5159,31.3155,0.0287,8.6162
"PHL","EWR",-5.5000,2,22.5000,81.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"RSW","EWR",26.4672,1402,147.3677,1068.0000,2.0669,0.1624,29.2649,0.0250,6.7565
"SAN","EWR",NULL,1,NULL,2425.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SFO","EWR",8.4482,6035,294.0699,2565.0000,2.4641,0.1666,9.2857,0.0000,5.3298
"SJU","EWR",6.4329,4475,217.9616,1608.0000,3.1658,0.3240,3.1744,0.0629,6.3209
"SLC","EWR",5.2358,4204,232.8261,1968.0000,1.8054,0.2645,9.0459,0.0000,1.6126
"STL","EWR",2.2764,1406,118.5740,872.0000,2.7821,0.0656,8.3506,0.0000,0.5503
"TPA","EWR",40.6489,1231,135.5906,998.0000,3.3308,0.7047,31.0224,0.0000,15.3243
"ATL","IAH",11.7827,10657,102.0012,689.0000,4.3277,0.4410,5.1105,0.0090,6.0429
"BOS","IAH",NULL,1,NULL,1597.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"CVG","IAH",5.2320,333,129.5110,871.0000,2.1201,0.2252,5.3934,0.1111,0.5375
"DAL","IAH",8.2794,4367,44.6097,217.0000,1.4053,0.8295,2.4751,0.0008,4.5865
"DEN","IAH",9.4315,8543,116.4357,861.0000,4.1076,0.5547,4.1255,0.0000,6.4301
"DFW","IAH",9.1030,15351,43.3434,224.0000,3.2487,1.7282,4.6109,0.0073,4.2906
"IAD","IAH",-9.5285,125,171.7236,1190.0000,14.5882,0.0000,9.9412,0.0000,1.8235
"MIA","IAH",7.3544,7608,138.0740,964.0000,4.8255,1.2310,3.1938,0.0089,3.4560
"ORD","IAH",10.5879,14769,134.9382,925.0000,3.9729,0.8964,5.0659,0.0018,8.6268
"SFO","IAH",6.3637,2190,202.9307,1635.0000,4.6720,0.1016,3.9699,0.0000,3.9733
"SLC","IAH",1.7999,3245,153.6919,1195.0000,2.1821,0.0988,3.1599,0.0000,1.5788
"STL","IAH",4.8625,82,102.9750,668.0000,NULL,NULL,NULL,NULL,NULL
"ABQ","LAS",5.5907,12868,74.7407,487.0000,1.6852,0.4114,1.9420,0.0268,5.8657
"ALB","LAS",-7.8113,2192,304.1573,2237.0000,1.6133,0.3684,2.9508,0.0000,1.9416
"AMA","LAS",1.0288,2192,110.3809,758.0000,0.9117,0.4367,1.9708,0.0000,3.9054
"ATL","LAS",10.0327,17306,232.5589,1747.0000,5.1783,0.6003,5.0398,0.0075,3.4642
"AUS","LAS",1.6853,6575,154.6769,1090.0000,1.1930,0.3812,1.4493,0.0102,5.3278
"BDL","LAS",-2.0549,2054,314.9392,2298.0000,2.2896,0.8077,3.3679,0.0800,3.3529
"BHM","LAS",-3.4544,2193,222.9733,1618.0000,1.0702,0.5115,2.1076,0.0173,1.9425
"BNA","LAS",-2.0088,7344,219.8138,1588.0000,1.4037,0.2911,1.9052,0.0100,4.8099
"BOI","LAS",1.2385,4413,82.8748,520.0000,1.2517,0.2679,1.5606,0.0035,3.9579
"BOS","LAS",10.6219,3174,265.3481,2381.0000,4.2071,0.5160,5.9727,0.0127,8.4458
"BUF","LAS",-3.2097,2422,270.3987,1987.0000,1.0011,0.6297,3.2459,0.0045,3.0964
"BUR","LAS",6.6484,27340,42.6367,223.0000,0.8874,0.5482,2.3604,0.0370,5.7428
"BWI","LAS",-2.1873,6047,288.9485,2106.0000,2.5174,0.4372,2.6178,0.0624,3.9489
"CLE","LAS",1.1379,1633,248.8553,1825.0000,1.7526,0.4902,2.9932,0.0000,6.1508
"CMH","LAS",-4.5463,4144,241.5159,1772.0000,1.1806,0.4800,2.1170,0.0298,2.5143
"CVG","LAS",4.8716,7579,226.7142,1678.0000,3.0396,0.4433,4.0571,0.0121,2.5794
"DEN","LAS",8.6611,26752,90.8638,629.0000,3.2387,0.4862,3.3744,0.0085,7.2245
"DFW","LAS",11.1964,24100,145.3401,1055.0000,5.4820,1.8804,3.8193,0.0124,4.7957
"DTW","LAS",-0.7447,47,245.2128,1750.0000,0.0000,0.9362,4.1915,0.0000,3.6170
"ELP","LAS",2.3351,4629,87.5117,584.0000,1.1182,0.3911,1.6276,0.0161,5.7265
"FLL","LAS",12.0665,1628,286.6663,2174.0000,2.2304,0.0619,3.9228,0.0000,10.4161
"GEG","LAS",-1.1257,2999,117.0848,806.0000,1.1258,0.7839,1.3838,0.0210,4.0518
"HOU","LAS",4.2150,8644,173.0610,1235.0000,3.1036,0.7003,1.7058,0.0262,5.3501
"IAD","LAS",5.1319,7716,266.2116,2066.0000,3.7540,0.7599,4.8519,0.0157,5.2488
"IND","LAS",-2.2518,4344,218.3076,1591.0000,1.2779,0.3242,2.6261,0.0079,4.0878
"ISP","LAS",-6.0426,2131,312.1894,2283.0000,1.4515,0.8537,1.9151,0.1693,1.3688
"JAX","LAS",-0.5983,236,264.6496,1965.0000,22.4483,4.4828,23.0345,0.0000,16.2414
"JFK","LAS",8.3054,14922,202.8635,2248.0000,4.5910,0.7809,8.6996,0.0719,4.8946
"LAX","LAS",8.2554,49173,44.5731,236.0000,2.6940,0.3950,2.5143,0.0377,6.1939
"LBB","LAS",-0.2152,2192,112.8059,775.0000,0.8256,0.1111,1.2533,0.0000,3.4709
"LGA","LAS",21.0769,27,294.1538,2242.0000,7.7037,0.4444,13.0370,0.0000,0.0000
"LGB","LAS",4.5613,5270,45.5001,231.0000,1.9315,0.1579,3.2182,0.0295,2.5872
"LIT","LAS",1.3354,2221,181.3092,1295.0000,1.8903,0.3720,2.0985,0.0113,4.5791
"MAF","LAS",5.2597,2194,116.7526,796.0000,1.0387,0.2935,1.8464,0.0011,8.0245
"MCI","LAS",1.7548,12540,162.4741,1140.0000,1.7234,0.5376,1.9890,0.0071,5.5405
"MCO","LAS",3.0409,2636,272.9125,2039.0000,3.4066,0.2745,2.7228,0.0072,4.5970
"MDW","LAS",3.1701,20279,208.2474,1521.0000,2.5130,0.8796,2.7065,0.0230,6.3432
"MHT","LAS",-8.1141,1950,319.6004,2356.0000,1.6610,0.3686,3.0067,0.0866,0.7512
"MIA","LAS",11.9593,4046,287.7131,2175.0000,8.3457,1.8046,3.3851,0.0089,4.6034
"MSY","LAS",-2.7915,2342,206.4795,1501.0000,1.3439,0.6629,1.7873,0.0516,3.5597
"OAK","LAS",7.5886,26003,65.8730,407.0000,2.2289,0.3879,2.0341,0.0822,5.1458
"OKC","LAS",2.5961,1246,141.5864,987.0000,0.8954,0.2478,2.3150,0.0000,6.8480
"OMA","LAS",0.5065,6522,154.6728,1099.0000,1.0775,0.3595,2.1982,0.0081,4.8853
"ONT","LAS",7.3350,20783,40.5391,197.0000,1.2140,0.4369,2.4011,0.0339,5.7032
"ORD","LAS",13.1821,26560,204.5576,1515.0000,5.5507,1.1659,5.3075,0.0000,7.8892
"ORF","LAS",-5.0605,2192,294.9991,2155.0000,1.0556,0.0682,2.6061,0.0000,2.7208
"PDX","LAS",3.9447,6064,106.1940,762.0000,1.9287,0.4313,1.3497,0.0318,5.2718
"PHL","LAS",4.8550,2706,295.8476,2176.0000,3.1343,0.5064,5.3385,0.0271,13.5616
"PHX","LAS",7.1270,38840,44.6248,256.0000,3.0119,0.4679,2.2139,0.0273,4.6533
"PIT","LAS",1.6522,2525,260.0191,1910.0000,1.3606,0.3251,2.9249,0.0139,9.3981
"PVD","LAS",-6.9860,1151,323.4218,2363.0000,2.0119,0.8349,3.4774,0.0000,0.6781
"RDU","LAS",-2.9301,2351,278.5652,2027.0000,1.2958,0.1871,3.2285,0.0033,4.4178
"RNO","LAS",7.0518,25837,54.5474,345.0000,1.3145,0.3194,2.1490,0.0072,6.1926
"SAN","LAS",8.5057,27808,51.0072,258.0000,1.5725,0.3697,2.3759,0.0186,6.9185
"SAT","LAS",1.4259,8671,151.8223,1069.0000,1.1829,0.4107,1.4515,0.0050,5.2898
"SDF","LAS",0.1645,2191,224.4954,1624.0000,1.4007,0.3841,2.5211,0.0166,4.7974
"SEA","LAS",2.0484,5650,119.8557,866.0000,2.2286,0.4758,1.5785,0.0662,4.3506
"SFO","LAS",8.9101,20362,65.5154,414.0000,3.4202,0.1748,2.9092,0.0025,9.1149
"SJC","LAS",6.8674,18360,61.6892,386.0000,1.5955,0.3747,2.1933,0.0731,6.3828
"SLC","LAS",6.0163,26500,58.2547,368.0000,2.0834,0.2778,2.7073,0.0197,4.8173
"SMF","LAS",8.4778,15724,60.6201,397.0000,2.0494,0.3750,2.1628,0.0629,6.4539
"SNA","LAS",6.7696,9426,46.0437,226.0000,1.0865,0.2587,2.6594,0.1198,5.7301
"STL","LAS",1.7821,8377,190.2917,1372.0000,2.1267,0.4893,2.9854,0.0386,4.3740
"TPA","LAS",-4.6768,2424,270.3237,1984.0000,1.5308,0.6040,1.7528,0.0000,1.8194
"TUL","LAS",-2.8604,2217,153.6927,1076.0000,0.9308,0.6092,1.3798,0.0000,2.3510
"TUS","LAS",6.1970,10604,58.3951,365.0000,0.9764,0.2686,1.8997,0.0339,6.3040
